task_id,antecedents
3090f8adabc9176adc61,[12]
30911d8d6e65f107164c,[23]
30949b04635813866597,[13]
30a9195e51cc33faecd0,[2]
30b83c4515b16351baae,[22]
30cbfb77a75bdbcfc075,[22]
30dbc589c8a6ef8a6b3c,[17]
30dc7fc65c2ed263ef61,[23]
30f98273cb5a4b6ccc11,[19]
31090c5bc4272821e135,[20]
310b2fbd659983d2e5cf,[20]
31201f91728dfa607b1a,"[2, 13]"
3123489841fc92a57b86,"[1, 4, 6, 18, 19]"
3140b0ec729a759d6c47,[21]
3148d89dfc4ef0c2741b,[8]
3163f5dd256214b38fe5,[6]
316669fff1c822671b27,[22]
31686d84896bdf47f500,[17]
316ed57f7c56b7993bec,[23]
31726ff60fc36fbb231b,"[8, 12]"
317b8cda5d57593ef13a,[21]
318af0341fbdda49469c,[11]
31a6eab7e0720656d73c,"[20, 21]"
31b5a0531e36802891b3,"[12, 20]"
31c535f4c891ae5d4d55,[11]
31c8b54a63a6494659f2,"[17, 22, 23]"
31e09dfe9bac26f48cac,"[16, 17, 19]"
31fa48a02c4f4b2666a1,"[10, 19]"
31fe41e237843503f487,"[1, 9, 18]"
3200821e06c4f819cabc,"[19, 22]"
32247fa359df8552f3ab,[1]
3256cab8b412e74347a8,[15]
327377bf535cdea61cd3,"[2, 17]"
3278e639dcd66d2f2169,"[12, 17, 21]"
32a629fbd1a8587e8ecc,[21]
32c19e65a2c997d0da54,"[10, 15]"
32c1ff5e7b49e106a660,"[12, 17]"
32c5e99c62256fb27777,"[15, 16]"
32ebc2e315da1a071ffc,[22]
32f791cd306c5a0d7dcb,[23]
330cb40e57388011bf3c,[7]
33271e3ec8c67d04bf60,[8]
334e2cf8011ec21590c2,[21]
336c9c5d9466e7262671,[10]
3378d5d598f1d01bdd40,[22]
3394254f46b2ed9a7eba,"[19, 20]"
3397631f038215aeb4a5,[21]
33a2d8574717c3846a3d,"[14, 15]"
33f71d51316c22e513ce,"[13, 20, 22]"
341278803fc51960e450,[12]
342a83ee0ad4b3d26640,[9]
343363928d1f668b2bcc,[4]
3436bbcaa0cea5fea0a1,[4]
3453448604dce98a4a6d,"[9, 14, 18]"
345d5a2392404bf0a75e,"[14, 20]"
346a027fafb029b91936,[12]
348ecef39e1c7269b9d7,"[6, 19, 22]"
34a9dca73ab47cc2a387,"[1, 19]"
34d64b4a2e5f25f39770,"[9, 18]"
34ef19c305cac29d3af9,[7]
35109634a6b71f193c96,[15]
35179533a8dcc3d17a04,[23]
3523362a886c2674e229,[22]
3529e721265a1fb9a00d,[14]
35349799c48bfd2bee6d,"[14, 23]"
353f5f4bbdc34b82230f,[6]
354f19bfb5e0335b6e5e,[19]
35769b01ae73719d80e6,[9]
3577bfb0692a011079a7,[4]
3584f820ffc96bfa4153,[15]
3598550cf97e2c071997,"[9, 20]"
35a08cfcff2573f81b8e,[19]
35b916da9f3e7487f7d7,[18]
35eec4df615f3f442efe,[0]
3606b8ff22d53628d4c3,[5]
36113f17b4e3246c1f01,[18]
36335dc929bda59ed7cf,[10]
363a487cd49389a5d00d,[7]
363d97c446d73953ee98,[9]
3673ccdc072b5c78e6e5,"[16, 21]"
367b00cccd1277bf66d2,[13]
3687d21b7173089545dd,[12]
3695eb97fd0d3d061a4b,[17]
369b2817931890da85f4,[15]
36a84c9f23eef5500ad3,"[2, 9, 14]"
36c5194ece74c98d9967,[13]
36dabcbee21e02d35e8f,"[13, 16, 23]"
36e1e987dd28241840c9,[15]
374132e05a6482d15634,[23]
375b403ad60a3bd20daa,[7]
379bce051fe821a5466c,[20]
37a23b0cdc1288a8826a,"[18, 21]"
37af2d1412f1b7ba3edd,[7]
37c81e7e56a17b40d3a5,[9]
37cc521a4442e783ff72,[16]
37ccbd103a0c59cb4575,"[12, 14, 15, 17, 18, 19]"
37d35195f6b732e37f88,[21]
380117fc05eeb669c32b,[3]
3817063ef233babc4dbf,[9]
38514aeb34ea14014017,[16]
385d18ff1127507dc7fe,[15]
38766f2600ab9135d370,"[13, 16, 23]"
38903953b16e5f4861ca,[20]
38b12488bb2177bf440a,[10]
38b90b084400262c035b,[20]
38bb28c37064c6e60c5f,[18]
38bd15cb276ebbbea4c8,"[1, 6, 22]"
38bdefbf38cdf9f58214,"[16, 20]"
38bf517916f777158106,"[2, 11, 21, 23]"
38ccdb7620c0dd9ae459,[21]
38d5e12afa1123d92537,[1]
38d9a0540a5e5ebd5b96,[21]
38f026096db9c441a08c,[9]
3901bee96f1d6f7b79f8,[12]
3919d692e5cb533c2857,[1]
392faf0968d8a70d5c55,[18]
3939673038cc8da36b18,[14]
395cfe02ebf9933cea4e,"[15, 18, 20]"
396963ea18a8b1ca985d,"[12, 15]"
396df48742e066daf19f,"[12, 19]"
39ef15a2875b14d79afb,"[0, 15]"
3a058ca4e8902b78c788,[22]
3a322dcd5bbdcaa4a9f8,[23]
3a488986de6d9a7ae31a,[23]
3a50a43d91a85d038ca9,"[12, 19]"
3a6893438c42c5d00a9d,[7]
3a8527c69ea11bd64c98,"[6, 10]"
3a95fe3471d4b39071ba,[21]
3aa4ce85ea56130bedd4,[16]
3ab4f44cc404f7722d2c,[16]
3ab9dc02db2f37464002,"[0, 5, 7]"
3ad1b36e7c5b406d8548,[23]
3ada849289ec823c6ec2,[8]
3adad9dbb270122fc9f5,"[2, 17]"
3ae06685093054e9da9b,"[2, 6]"
3ae1380348b548d8c4c1,[4]
3ae78efb02c665f76dbd,"[14, 19]"
3ae7c228fd5510683050,[22]
3ae97f2af1dd21bfb410,"[14, 22]"
3afbd51e529299db0927,[23]
3b2364af10c1534ce24d,"[11, 18]"
3b3137003374a006ffd7,[21]
3b3ff2c2f723e7df67f7,"[21, 22, 23]"
3b5b083864c8ae01a41b,[16]
3b5ca546a78fdff7b15d,[6]
3b838a6e2fd41b4a80d3,[0]
3b8d0db91d2c28c76892,[14]
3b957808865b762d2d14,[3]
3b9ec06313b6122381d8,[4]
3ba2395e3cba83d85275,[23]
3bc6363e00465adc56fa,[9]
3bda1828ad97fff3b7fd,[20]
3bdbd5755f2cbd743e96,"[8, 13, 18, 19]"
3c184e53af34bb2683f8,[22]
3c40d4d6f97910dc52f6,[11]
3c5faca4fcddac494684,[19]
3c6772e2ddf643ee14e5,"[14, 17]"
3c7cb1b7935e3fe1ea88,[21]
3c7ecfa5c77547554228,"[15, 18]"
3c869f08be94dc721854,[18]
3c919bad8f07bad46065,[12]
3c9d292ff033b611c246,[21]
3cd80d5168cc7b167fdc,[2]
3ce06c57cb419fa56c50,[19]
3cea70fc7850a968cf8a,"[15, 20]"
3cf41529b740b478f963,[0]
3d116d328cef184e0635,[6]
3d1cea264e1b0f614754,[18]
3d5108b5f28be7498c80,[20]
3d51f2cccfe7cee6fc3f,[23]
3d535ae272553ad84af7,[8]
3d5ee251d9e4cd0b9e15,[7]
3d913e3198e8392c8020,[10]
3d946cce2a6737958df7,"[3, 7, 10, 22]"
3d97cc848c8b6a60c22f,[17]
3da24cba9bf3b5a8d09e,[20]
3db508c8b8bec257c94a,[17]
3dc7e43eab19d3e50c20,[23]
3dc9b9d98dad80abed01,[2]
3dd2a7516313062689af,[17]
3dece9d63ca33f1b1449,"[20, 22]"
3e2acaa227199b25f8f7,[20]
3e4a3a364823cda0fd2a,[20]
3e50b90ec8eba42f665c,"[17, 18]"
3e530b8a697042fcbcf0,"[0, 23]"
3e5d14c2a5d7e6462f46,"[11, 19]"
3e62ee7876952069b670,[23]
3e71b6b5215d49351302,"[11, 14, 15, 16, 23]"
3e80cc937bf4fd21f84d,[6]
3e86592b0876babedcf8,[5]
3e8cc0475d542d19121c,"[7, 8, 11, 20, 21, 22]"
3e9ab9bf299d48fe9a39,[19]
3ea1910dbc980499d033,[13]
3eae27168de0cab10f22,"[16, 19, 20]"
3ef85b9b2c611c57f2af,[4]
3f21e6ad328f20fc7d52,[14]
3f28e9b77688aeba30f3,"[20, 21]"
3f34dddc79018f2d2b97,[4]
3f6aca3356b4eed7530f,"[8, 9]"
3f6ee2b37a1d1ec6e13d,[12]
3facaad51cb1a848b15d,"[7, 16]"
3fc16960f27d5d47fcd2,[18]
400419fe5ad182ef5773,[13]
40060bcc88efe8c1dfd5,[15]
40118baa44b6827a2336,[0]
401477532c08df7e5436,[12]
401e4813bcc4b19be34f,[21]
402137d0efd250d904c6,[13]
40232656e691a0dc18c4,[21]
402694e450720fbfb0dd,[2]
402b2e6286338fe508d0,"[8, 9]"
403267942ab87ffb196b,[19]
4037d5fcb0aab6279d81,[21]
403e388382a1c5820ce6,[10]
404290f42bd5ad8b285e,"[1, 2, 3]"
4046caacb87b1528674f,[10]
404760d6b77490872ce3,[21]
40650b1d09565c2c875c,[21]
4069d74146905bd39108,[13]
40843c9b47915dc8732a,"[10, 12, 20]"
4088f39fe2d2ec8bded5,[2]
40b3aa43725f6c1d6fcf,"[12, 18, 22]"
40b561c71b4be951ee1d,[20]
40cde4db7585bf1cf2ce,[18]
40d38a56ac1b5a6566bb,[11]
40dd5bb0f6aea34945e3,[19]
40e4a3da3c53b8df2322,"[12, 20]"
40e5f3091a32d94323a5,[3]
40fcf9bc9265bbe50766,"[5, 22]"
410295cae472790ce719,[18]
415a13639dc29babe08f,[0]
415bc051ae73e3f5f816,"[0, 10, 13, 17]"
41614b6d0474c39f349a,[23]
416eceac162f88a7213e,[10]
418a85afe0f287a8767d,[21]
41c30fb517d3440be66e,"[2, 10]"
41db3b0dc3ef60143402,"[10, 13]"
41e332c9977788d52525,[20]
41e4ed750a38293a2b38,"[0, 9]"
422873ce1e11de26b442,[23]
422bd3c126bc8cf8cba5,"[7, 11, 13, 22, 23]"
423e95ab73f1bcb1a767,[19]
4259e917b2925058dabf,[11]
425e942935d81abba8bf,"[1, 9, 12, 17, 23]"
42609312a2a486c24c95,[20]
42792968547e52117365,[7]
428ac6d072ad298739eb,[18]
42cdadd7488eda7a1093,"[11, 14, 20]"
42d2738a7ce9a8d2f9ef,"[0, 4, 6, 11, 14, 21]"
42dba99cd84df7920ad8,[4]
42f3708829825b631c09,[19]
42f3ddf4299f538adb5a,[21]
4301124e2b81ec9d9409,[19]
4306041918496fcf2a81,[22]
431cb2d6089d65c44fd9,[22]
431ddc89c56d2490da8e,[20]
4322b7d35ce397e6d70a,[18]
4361a9ef74c4bdeb0628,[18]
436f2ea2ed0679d4daed,[20]
437411c1ebef38360dbc,[6]
437f93a7a4adeb5a1b42,[22]
43a6a3ef7162d049edd9,[19]
43a96a244289f5762114,"[19, 22]"
43c5e777072d1b575ebe,[12]
43d15892e3cdce27fde4,[17]
43db9f0608f436ed06e0,[22]
43dde23731e55ba2b9fc,[1]
43e4f6bbe4880cf01609,[23]
43e9690acfbfeee4e0a6,"[5, 15]"
43f2c9fb9886303f7fc9,"[10, 21]"
44038dc69c6e3ec440e0,[22]
4409c43f79c83601f546,[12]
440a061c981e0520a021,"[19, 23]"
441bd66a7640a349b3f4,[22]
44309b407c84f8eb3ab5,[16]
44714b9f71735473357e,[5]
44918ab6da24441c2a1c,[15]
4493328ca745a61a721f,[22]
4495f3d1bc5165bff0fa,[23]
44ac974f8e675075db2b,"[2, 5]"
44b9dfb5e705a5fd9d0e,[18]
44bf3b90b61f6f3e2c70,"[0, 4, 7, 11]"
44c12a547b9d44bde7d3,"[3, 8, 14, 21]"
44c3e92920c6f7b0dd94,[4]
44d0bd5da9937776cae5,[9]
44f53c9f9c13856f4bfd,"[5, 10]"
44fb8512deb907c1d6fd,[20]
45091850a6527e7a6424,"[17, 19]"
450c8de05557a417c77b,"[9, 20]"
451e5e7e27dcfef62da4,[10]
45217fb3bdefdb506284,[13]
453bd9aaefd73951acb8,[21]
45526863fd3d8335fb3f,[8]
455439aedf13026e9b7a,"[17, 19, 20]"
4559d22238a8e88fb3a3,[23]
456ddbbdb7b9234da959,[18]
45785b8f3db27b837c55,[4]
4585d6291d0e9b978610,"[17, 23]"
458b18e9e7fe22bd2093,[10]
45a5230fa67afe4cd00a,[5]
45a6759fd996c674ca2e,[4]
45a931906ed264c60249,[16]
45b1c7012b03f2b659ce,[23]
45caf67f89a88d401d47,[6]
45ec48e4537d80c81c60,[20]
4604bd80281c06da4913,"[11, 19]"
462c24447fa4ef2f658e,[18]
465acca492216b3dbaac,"[22, 23]"
466c94f93ffe3c13f775,[2]
467060e81c1f380ce7c0,"[11, 16, 20]"
4675ec76a6cb9cbceb93,"[2, 17, 19]"
468f25d279426e72e1f3,[6]
46fed51b15861cdce50b,[11]
4732611069159c27746e,"[1, 20]"
4737b10be5ae3c12895f,[13]
473f026a408ff502aa54,"[5, 9]"
4748f99115b7225d77cd,[22]
475691e0dea52bdaea17,"[0, 6, 8, 10, 13]"
476097e03453e89718a8,[11]
4761ab66cbf711b59465,[7]
476d3945def67b039eed,[8]
476fee61c95a46671a2d,[5]
477ce6a2cd1c0a2fd94d,"[21, 22]"
47c329c9550b6d56307b,[11]
47d976f45e6c24cc44e5,[15]
48046392ca0aefc35e35,[22]
483dc48420e5d9c6a553,"[1, 8]"
48642482566a50e65094,[20]
48933e0788e3807cdd0f,[19]
489bb7ab9a1d5157c970,[8]
48ab484bd0c3ffc9fe2c,"[15, 19]"
48d323248b7a977fb40d,[9]
48e5101bb88c5f204570,"[11, 12]"
48fa6ee48d1e08bfcfaf,[20]
48fcea81400978c7b56c,[22]
49587bd686e260dad613,[7]
496676ed36fd8fd45c2c,[4]
498ae0a661ab0a965afc,"[6, 12, 19]"
49b2900cfa6b8b3b9035,[6]
49c8d25614e1f3dc4d24,[4]
49dc8c01d9abd1538a0d,[17]
49e0668fc92a16ea535a,"[9, 16]"
49e454f0fe97300d1c33,[0]
49f2e1106b74d42d82e4,[7]
49f5756f6e491ff02155,"[0, 19]"
49fe7dda4637d6f63d72,"[2, 9]"
4a22284f37d878b065ca,[2]
4a256b8e78cce883b7cd,"[16, 19]"
4a2a7404e257b4f3cf32,[23]
4a36356645ad2aa12fb3,"[0, 3]"
4a3d2ca0926a5c155735,[20]
4a406eb5928c94ec2090,[17]
4a428305194a636c6a26,[23]
4a4caa110cbbc433cd46,[21]
4a518d51f91ca52d824a,"[13, 17]"
4a51d5142ccef416dd3f,[19]
4a5691d2a6e4a5e61dbe,[21]
4a7ea3feb3503b6417a3,[19]
4a8ce6576d1697e3f7d0,[6]
4aac26b80c7fd4b83f35,[15]
4adbe79c379bb426f864,[19]
4afce465b186c27dd490,[4]
4b10b8f53187adfdd809,[21]
4b56b766ce99fab35dfc,[17]
4b6c52dc57e7559ffe67,[20]
4b8036776cfed6d9f800,[23]
4b851bf3bc156ddbccac,[21]
4b983954cf20340d0daa,"[2, 4, 8, 10]"
4bb9416b55905314ca2d,[22]
4bc0a4903465246082c7,"[13, 17]"
4bd12026da5271148596,[2]
4be71c041e21255d058c,[22]
4bec631fe0b4b67ee816,[23]
4bf8169a44e98f8e096d,[22]
4c12789205c8721c5035,[10]
4c25c528d55e7019597f,[14]
4c588e7372038b0078d3,[23]
4c8bfcdf49c400a0e711,[14]
4ca7d5db54ce69fafb22,"[13, 15, 17]"
4cd29e6280371b054aed,[18]
4cf2844eeb8a87f501b7,[14]
4cfb48b0bdd511f303b3,[6]
4cfbc87d33ea52c2d389,"[9, 11]"
4d0d3141961f5bddad59,"[20, 22]"
4d0d50d7b59b5d94dc46,[21]
4d227b9552126a7ae8de,[16]
4d2956fd9a379cbbc5ee,[19]
4d2c6af80f20dfec3498,[12]
4d36e765d789136acb9d,[23]
4d4f7b0df6c674f21e2b,"[7, 11]"
4d52887b4d1bac707bac,[20]
4d71e8ae270f4c9507a1,"[14, 18]"
4d749999675af992f3d4,[18]
4d91cdc257bdef87149e,[14]
4dbc2eb895c0ae8117c9,[22]
4dca077a1d89cd898dbd,[16]
4dca68d3ce637a7d4e50,[22]
4dd750d723ed362cdf6a,[3]
4df30c4c53c6d2ce3b49,[22]
4e08f8b783f98e8c9d79,"[13, 22]"
4e184e11f18e6f96e780,"[15, 22]"
4e2504b9965bc3e012c3,[2]
4e39333a1b15e14443ca,[22]
4e3c6b4128a92c773d18,[17]
4e3d92019d0b301493b9,"[9, 14]"
4e422ba9a0e973cf1be6,"[14, 18]"
4e475decfa389506e3b1,[13]
4e50778dc422115bd17a,[16]
4e597e06866bc732b95c,[22]
4e63ef9881558c4e42b7,"[17, 18, 19, 20]"
4e74903723cbe4d227f9,"[2, 10]"
4e8300ea1aa665e0cfa8,[12]
4e93031d2e31a1e73960,[15]
4e94d701707237f823f1,[17]
4e9c5455464341a4ffa9,[11]
4e9f3af309ebff55d1d4,"[0, 17, 22]"
4ea33c857d7e392c4db3,"[0, 6]"
4eb9df3774d7fe5eca7a,"[2, 6]"
4ecc67957162a7edb4b8,"[9, 18]"
4ee646c55234f1a88f3c,[14]
4f049c09b570ca8fa3a0,"[5, 6]"
4f275324d44001c6e816,[15]
4f2e58a8a05a19811ee0,"[1, 8, 10, 14]"
4f5f215052b9ebb90f73,"[3, 4]"
4f65a08b4bccc95d125c,[23]
4f763ed19d6c44c97ed1,"[17, 19]"
4f768257ce6f883529f6,"[21, 23]"
4f7ad0c92c941e5c3ce4,[20]
4f7d5dc1c62ca2bed28d,"[13, 18, 19]"
4f93b1dfa466473f9f64,[22]
4f93cb55ede377231dc6,[20]
4fa2568321a07fc0920c,"[11, 14, 15, 20]"
4fbb2e14392b7dc786d2,[20]
4fdc52c344b4b4068a1b,[1]
4fe2e6fef5176afb7c00,[13]
4ff44be3b1d45ef3fbe0,[10]
500580e4922cde9aa03e,"[21, 23]"
5012aac39d8895f71b7a,"[6, 10]"
50279305872edc9aff38,[17]
504c8cf078280b2b1211,[21]
505914cf9369b653b339,"[7, 22]"
507146c3a356638f8783,[4]
5079445cbd680fc2bae8,[11]
5081c449fc4ef2e2adfc,[5]
5086fc2a4b200495b2ad,[23]
50948ab0382f101f5123,[8]
509765d8700e60ae00ed,[21]
50c929537fd1442d3087,[17]
50fe8ca00340a945475d,[10]
5110a5bfcb2d2a4c1fd3,[5]
51122dec3d0cb09b1af4,"[5, 8, 10, 14]"
5117f1ca1dca78069195,[18]
511d8b5904c06ca7c98b,[0]
511e46708e2f01f52833,[6]
511f9c81e89f5fa28d1a,"[1, 14]"
5138b82f653b96826eca,[21]
5139c0e924f3cf178bbd,[11]
514071f5b98a0b3f3506,"[0, 7, 9]"
516ede2515ad833f45dc,[17]
518a81406b28586b8295,[18]
5193c561dac663d4f3ed,[11]
519ab6767035e4db4435,[0]
519dadcb7c596899e117,[21]
51b13971430e1f48b480,"[1, 4]"
51da1c7460b044f254f6,[8]
51e211f9696285ff415e,"[21, 22]"
51fbb93b5f95fa3de547,"[10, 13]"
520e44b62d9ac63c1e52,"[1, 4]"
5210a84b372231fc5e10,"[0, 5, 18]"
52128ba9a1a034e04653,[19]
5219dcb58370ad49acf2,[3]
521fc44e89ea2deb46e1,[21]
525044bef013c7e67ef3,[11]
52634b7bed9e94f10416,[12]
5264ee5633ec42892fa8,"[5, 15, 17, 18, 23]"
526b0684736177148a1c,[19]
526db90db2d240be49d7,[3]
52c4242350603ed8bf5b,[2]
52c50c53526bb6b97b3b,"[4, 8, 12]"
52cc1cb5b1d9eaca05ab,[20]
52e756e6b75c03cf4253,[23]
53072859ceeb08dc345d,[22]
530d6a1e48f115e88efa,[17]
5317a4107c160498ee73,[12]
532e4647c02a1b0d53ee,[20]
5332b249ce9df04bf73c,[23]
533bd0072e6e80e2033a,[23]
5346a1bd44f3789f361f,[18]
53621ec68037821deff1,[15]
536be60670c6fa9bb7a7,[21]
536cfff482fec292969a,[19]
5375798f02b40f75487f,[6]
537d295365fddce4699c,[19]
53a6e8ad87248099a756,[21]
53b40f75938280379c09,[23]
53b5d5ba502c2eba42de,[12]
53b5db4ae89fb3e66561,"[2, 7]"
53de4168770210106a87,[14]
