id,target
comedy_57c093d72944f86aab3f,0
comedy_5852ce1c1d8cfeceb874,0
comedy_58737269527310bf16c5,649
comedy_58acc34159111a5f77e2,0
comedy_58e7f0d8ec66909d34dd,1
comedy_58fb39996a4ba1b4d352,1024
comedy_59172a7ae3d02f0385ad,328
comedy_593369b57324b9da00d4,2758
comedy_594715882de27665a325,4
comedy_595b0eea5080a5839eb5,4
comedy_596e4eaf4ecdb7536da0,516
comedy_599364c50da9f4a07e06,1345
comedy_59bed609c72983ea6cff,1780
comedy_59d71bcca33fa8e3bcd4,0
comedy_5a34e939cdc2460f4fb1,3840
comedy_5a3f59733477b04be935,2601
comedy_5a50dbec5f884ec5f069,256
comedy_5a5e8865e573288ff3b5,1024
comedy_5a67177afa150cf1f358,0
comedy_5a81d0b669d1ff193bf0,16
comedy_5aa7417ad00df7704466,1408
comedy_5ac8ca2f1e77446334ac,0
comedy_5add66dde559f0a53e70,0
comedy_5b08a6d7688eb04498f9,0
comedy_5b1a30cc6a2b51b2a176,0
comedy_5b35733476b2353608ac,0
comedy_5b75351d42259ff5893d,754
comedy_5bb13c843ffcf438c0ea,1088
comedy_5bb8f2eddf859004b9db,4080
comedy_5bc42d8a226b178c9ef0,38
comedy_5bd5e7fc40ee73883040,1857
comedy_5bd6514beec4eecc01b8,2
comedy_5be60a1a4394065426f2,3410
comedy_5c122c4e1839ccb22fce,0
comedy_5c22319c4601ea285ada,1024
comedy_5c35ba2581f6c0caa330,1060
comedy_5c61b9ccdedb53ea1a85,1161
comedy_5c70744e96d282357247,2377
comedy_5cc13f0e17839af8fff0,512
comedy_5cdf638d470bb6255895,1024
comedy_5ce0a406d7f2967aa0c4,0
comedy_5cf1ddc72e63988760f3,3794
comedy_5d3c545fbb3c60aaf9fd,48
comedy_5d46d00e7c9738d672a3,370
comedy_5d6f1eec629afeee35b3,2112
comedy_5db99b68c50ac7ec1372,1105
comedy_5de014be2213992e6639,257
comedy_5e00f8f85be960ae83a4,1056
comedy_5e08a4dcbf5d8f68316c,1024
comedy_5e444a89c9a41407931d,209
comedy_5ec30bfc989129bbd3bd,16
comedy_5ec60df3c7166a522c71,0
comedy_5eeb602b5777007755ec,1
comedy_5eec8e53580972f111c9,613
comedy_5efa163e489a106e1b72,80
comedy_5f1c043853f9c85f3dc6,1280
comedy_5f63a03898b4459f4285,148
comedy_5f839c118ba6d0491fe0,0
comedy_5f95d7a3588f136096a0,336
comedy_5f999a30f8df78fddfe2,64
comedy_5f9b1c4401b7f7717756,1
comedy_5fc630db147e947d150e,1299
comedy_5fc75b6f309d323affdb,320
comedy_5fd2a23c8bb48da5de58,0
comedy_5fd791d8c08d19a2ae5e,8
comedy_5fec66fcb9a8ccecb6a4,2852
comedy_5ff4c9ad0efe3f689f97,3968
comedy_6019ac848e69b8eca6ca,609
comedy_601fe8f8a9da06a7440d,196
comedy_602c20c03b87e023b1fd,0
comedy_604311cbf559ca9101ff,1088
comedy_60491c22222910ff9611,2201
comedy_604e6c14e0c83a361764,3520
comedy_605c4c205f7a81506b2d,0
comedy_60c5ee3e95f1e52bc08b,256
comedy_60cad065cbb78b6c85cc,1582
comedy_6108c5d956b1a5d8f8ed,4095
comedy_61098156c87795cbc6be,0
comedy_6110b7dbeac3931d15c1,2324
comedy_611419acc9d1448fc2b4,0
comedy_611fb53f81608a566f64,3263
comedy_616f2fdb9d5aff14fec1,256
comedy_6185bda048b30a65915b,0
comedy_6194738e06f1a3f76ecc,0
comedy_61a202acf98d8b836781,1
comedy_61b2f6e7200829a1da78,1056
comedy_61d0667d4e2478ff7492,5
comedy_61e190c05e5c89ca8a1b,0
comedy_61f3d4f676346483439a,0
comedy_61f45b2f4b158c382db0,0
comedy_61f9563e981c7fe7738a,0
comedy_62255fc2e95e7311cd00,1044
comedy_62526eb046900b3e3412,3263
comedy_626f6f410b21ca6477eb,133
comedy_627208f2d131708f0ee6,2048
comedy_62926405ee65975901ed,257
comedy_62d3fde169d024fc2411,1040
comedy_62d599dd114883591fcd,3141
comedy_62dfa4f5b4c31aad29f0,64
comedy_62e46f09b5ec05bbaec7,0
comedy_6303f29a5eb1accf7a46,3541
comedy_6310c87f442d7ffd77c0,0
comedy_6358448cbeff118d0017,3553
comedy_638cf2ce6868c2a2e8ba,16
comedy_6404df4f64d9afe384a1,256
comedy_642dc46749fa16c34b68,256
comedy_6433e16453eddfc757c0,3136
comedy_64625960e4bb76a85bf5,2097
comedy_647a72787a5fe97190ea,256
comedy_64a74b46082af8c89633,0
comedy_64f11e2263dbca9ab8e2,16
comedy_64f1d77db9f7ff9a67bb,1032
comedy_64fd1b0ff9639cac8c4a,4035
comedy_6530d1ca4ebe44ceb27b,1076
comedy_6574b28e8c133dc824d2,884
comedy_6590770fdab17c5a8295,0
comedy_65a5f7f9c30d2d11833a,0
comedy_65c06d1e754aaecd5deb,0
comedy_65e250c7cee6339b03ff,64
comedy_663bc2891073c858f075,0
comedy_6646be1e6313ec46a297,0
comedy_6646d44906c0defff3c5,1024
comedy_66b2b4e05e4c5b10619f,0
comedy_66d083e3f16da116c563,0
comedy_6703d939c566c9bfe43a,3057
comedy_67ab739cfd5214b81b28,0
comedy_67c68e2aedb1258ad697,1
comedy_681b7f23547b59a77fd3,0
comedy_683b57e4c8828d5f96c7,0
comedy_683f7bfe40637ca9fd7b,4095
comedy_68631721865d459adffe,1536
comedy_6875ed5d560936bcd442,0
comedy_687feef26eec39953483,387
comedy_6883943ec76fb931108a,1
comedy_68bb42a2c0bc3742e6eb,0
comedy_68f0863f7d03d7ae186f,197
comedy_68ff5c3a1c5e2e5320ef,2304
comedy_69044b355322ac310458,711
comedy_696af9229205eacd765c,68
comedy_6984c3d010e5fcc5d5c2,8
comedy_698a697c86006bffc773,4091
comedy_69b5b3634fba5c39de18,0
comedy_69c6f5c792a94ad4e627,2312
comedy_69d395bce83a4718f566,0
comedy_69e07fbe66a280e88e9f,2
comedy_69f5a5609b80120c14a4,2113
comedy_6a14ee63162329483549,2559
comedy_6a30732094406ec9533a,1
comedy_6a4c4672311caefc3bf3,1032
comedy_6a64047726cb3d169099,1088
comedy_6a79717e01ff3f9d5c9b,1361
comedy_6aa9433dae9536a85615,2304
comedy_6aaaad9b7dabc225e65b,978
comedy_6aecd7d5b7fd81872186,2332
comedy_6b02a3cd95b9de14aa5f,1427
comedy_6b121192e598456e9418,0
comedy_6b2d40e663671f14dccb,256
comedy_6bd75b978adbed6284f7,0
comedy_6c1c4cd5e65f647e5418,0
comedy_6c53ec299f0deb9a3967,64
comedy_6c5d48650be428bf676e,0
comedy_6c6231d7224fcc9d02b6,80
comedy_6c6ef28d93f30cdad8e8,2365
comedy_6caff0d1d75a6fbdb9ed,0
comedy_6cb14b236d1a959c94a1,1491
comedy_6cb533c3d8b977bd019b,0
comedy_6ce458adff88e078d7b2,0
comedy_6cedc06e049f16784e9f,356
comedy_6cf76a7179ea1dc6b0af,385
comedy_6cf83e65db65d8b46e75,0
comedy_6d6f09059233cadf16db,68
comedy_6da7301eaaff484fc8e4,586
comedy_6dab9881357d83f7eb52,0
comedy_6dbeb765de201e7f75ce,0
comedy_6e15924432d5d47e3089,0
comedy_6e3749eb354844453b15,64
comedy_6e675a1f55d78bb15ba4,1
comedy_6e67c0310f6d8ec12e4d,708
comedy_6e7b9b76085efdc65174,146
comedy_6e94e4a1ad6c45ded1e3,0
comedy_6eacf9e29ea6f177fbb9,114
comedy_6ec3f2e83aaf7e45f7f9,1089
comedy_6ed5d208d17750a4e7d1,0
comedy_6f1c4aa4df8ee5a047b2,324
comedy_6f6c0f8db20ac620783d,272
comedy_6fa50b8455b0d5a60c57,0
comedy_6fa8be20b216f8913028,1284
comedy_6fc60fb77596bedeb017,19
comedy_6fcf6325be193b8b5796,20
comedy_6fe21dd107267a07f107,1
comedy_6ff4a9dde7bd06757653,0
comedy_6ffbc8dd5c620b32ac96,80
comedy_7059671f9ac7dc66ea10,257
comedy_70f54b1a2b5ac19cf44a,4080
comedy_7141b943fb57ebac0a23,1399
comedy_714edbcb8ea39d61b235,1289
comedy_71532521747b1033c0f9,2
comedy_716bcbfdef47d5e1c376,0
comedy_717055e7bdf220586ee0,1128
comedy_7209a2e533eea7016d1d,128
comedy_7222e7b139bca9282518,1344
comedy_72420c2b991a287d7aa1,308
comedy_7252ac7ecbd092fbbeaa,3392
comedy_7277d426b0d0b2086608,64
comedy_728c5d1ecdf458fa4a63,0
comedy_72e0b951165d4093d079,65
comedy_73623377cbe2982ab57a,324
comedy_7372ed391b57f51354c8,2477
comedy_73b37325d5d4beca9f6b,2
comedy_73bf1b997b41176ace44,1
comedy_73bf2597df180601c183,64
comedy_740998492eacf8931f7c,2320
comedy_742ac58d707a0417f025,260
comedy_743ac1c6f68e4fc6344b,1943
comedy_744bdbe160d41ffbd253,4095
comedy_7483d127c3a4edfc8e92,1026
comedy_74c6470684f88a75afe0,0
comedy_74f8581efec381d1b212,37
comedy_74fbf36621317463c494,3778
comedy_750128e1feb02de07951,1316
comedy_7525910aef5264c46cca,0
comedy_7538c74327d9d278f010,0
comedy_7559493cf77ccb9ce4ff,1394
comedy_75708a589e9b0ba84b24,2944
comedy_757d14250b21f29055c5,64
comedy_7580eebda28be6cab51a,280
comedy_75a71a7040b124041148,4047
comedy_75cbbecff8dfac517139,1
comedy_75fd14a5c673ddb4f7ac,0
comedy_75fe159765c94d564eab,0
comedy_76460e33f19f271dac94,597
comedy_7669b8cf6dcc2303fe6f,48
comedy_766ea5377623c58a6423,484
comedy_7678f35f3e728897634c,3392
comedy_76989ce6b0cfcd4adc65,3931
comedy_76a7cc8a1c375171eca1,4095
comedy_76d1c7c72444be6fb08b,0
comedy_76e01c8f377bd4d25a17,256
comedy_76e14b585fe93a0a4315,768
comedy_771a19051d042d268010,16
comedy_77526b96303ab34578dd,16
comedy_776089e881fcdae9a444,1028
comedy_7779b02d3a129a517977,1193
comedy_7788a5c1040bcb6c228a,0
comedy_77c84cb59e71c1d4a8a2,1221
comedy_77d8487b9d765b7909a4,0
comedy_77fdb7a7a8efb8eb431e,4034
comedy_7814b2bb69dda564cc11,33
comedy_781827a8c4c141b408b4,0
comedy_78283e80917ce55a04aa,0
comedy_782d5ac093bf1863f001,2369
comedy_78405a983daaddd1e67b,4095
comedy_784b9164126c3d4379e2,1
comedy_7870aaf45dacf67e01d0,1280
comedy_78815f0133d0e5a9b645,1
comedy_788a1ae1905a01ec8c5c,2436
comedy_78b126c77d59d7e51b82,0
comedy_78b1dcbb1d195850b90f,0
comedy_78da8b34e7dcfdd7650d,0
comedy_78e56f06f21fac5191b5,644
comedy_7907046d5fc7bcbb4ab6,0
comedy_79ce3e6bbd50fe1f4475,336
comedy_79ddf6bc50e10a134559,0
comedy_79eb5928fe36597ff9f6,3335
comedy_79f44cbfb244a1ebc672,4
comedy_79f9a931cc61b7ed02a0,2564
comedy_7a0d569e71f055697082,19
comedy_7a73dd33cff2ea9ad4d0,1429
comedy_7a79c2f5a62a8fb5e061,1028
comedy_7a814ce4da1711265761,2868
comedy_7a9f103612df84304a71,20
comedy_7aac26f1ffe0c0fb7a85,0
comedy_7ab7a56a7b3e871f982e,1
comedy_7ac61deca0098d63deb8,340
comedy_7acfb5cc48e8ca767f10,258
comedy_7ae68a3f34b6a03b3134,1702
comedy_7af8c85f154df7a6459c,81
comedy_7b0532859c468efdd323,3074
comedy_7b2b97d55bb3ae3f0831,68
comedy_7b35060dc5446de7a424,4095
comedy_7b68a27f2b719d438503,40
comedy_7bab1d057d45ee1664dd,2051
comedy_7bb551983749f0e41f9d,272
comedy_7bc654f395d0169b5e10,16
comedy_7be9c9a48a26098bcafe,1
comedy_7c08cc557a68d4315ef4,96
comedy_7c288cf671f8c62e0a62,512
comedy_7caf4d59b992136a4683,1024
comedy_7cafd1405a08c5050763,324
comedy_7cd9e8e854dd476a0340,1617
comedy_7cda0c65d6cae3526071,0
comedy_7ce48c88888d6ae4ee03,338
comedy_7cf7f200a82a0608517f,1040
comedy_7cf87491dfc3e952b31a,144
comedy_7d073759eaf29ae063d7,160
comedy_7d60ade2b8e106c44ccf,64
comedy_7dcb0e7c7cdac6387737,3152
comedy_7de68ed8357a812759a2,35
comedy_7dec731d9fe3eb184694,4080
comedy_7e00e177544b796604d6,0
comedy_7e314ce10aa5d642165e,7
comedy_7e70e9723f824e5f9fd1,0
comedy_7e85d36a169fd9ce8f81,3044
comedy_7ec531068d33198d423f,0
comedy_7efab612543c052a3d47,0
comedy_7f0099263c9010d9c0d3,0
comedy_7f0192e28e5551f7fbca,4050
comedy_7f3c8961a07881ff5d14,0
comedy_7f62d0e9da7489b7a083,1024
comedy_7f64b9dea1a2fffae926,1312
comedy_7fc1e5c3befea45df1c7,4
comedy_800896c5e42185751c4e,1352
comedy_803638a073914b911cf5,5
comedy_803fe1008e655e9639a4,0
comedy_804031a91f71f1267c55,2309
comedy_80432aa864c2c4bb9cec,28
comedy_80520b6b089cbac961ed,132
comedy_806758ec84a0365bf38a,533
comedy_806e1a7b2ef0db8bfa62,383
comedy_80bc60633b0ca9c65db6,0
comedy_80c4180e19df27fd5c1d,3061
comedy_80edca8589f7e44aabe3,1030
comedy_81074ccf1fbe901e14fb,144
comedy_819020732351ab2f1a9f,1024
comedy_81f3e921eecd58ba4c9e,0
comedy_81fff0ab66da4598c3ff,0
comedy_820156cb4445041febb1,0
comedy_82041b766e496c7f84f2,3998
comedy_82097abdba5d0a28e93b,3075
comedy_824f787ddf7eba389a72,16
comedy_827507a3b94686e1e308,17
comedy_8291ba3e2ea659e2e8f8,0
comedy_829bd3e6d5a5aabf65d6,0
comedy_82b0bec29c717241b797,36
comedy_82b8c73d8dccb14ee7d3,1
comedy_830cc0e6de3c93076812,4
comedy_831d289d8a281b2ac1fa,1711
comedy_833cfca649f60533a5f6,4
comedy_83642c8d8f4d3cd7a45c,0
comedy_83b733d297f9ebd8abee,2
comedy_8409b24097155192ccb3,570
comedy_843899080c716c3965f3,1
comedy_844b659431a20c5de6da,0
comedy_845def831d2e490869e5,3078
comedy_8472a6e698daac6953db,0
comedy_8475650d630f30849325,320
comedy_847b6c379ad39243f7a8,80
comedy_84acc3cde37437685b0a,256
comedy_84ba761d3edf159eba74,65
comedy_84bbb4ee29ce5b1af5dc,16
comedy_8502f744e7eb7b2ee0b9,0
comedy_855087b69f085a502aad,1
comedy_8553fd9489d28807fa7b,256
comedy_8562d4d7fed779b372b8,0
comedy_856c53c0b4f9be88db0f,449
comedy_85861b6b5f1d085d987b,0
comedy_85b8992d731f8b330220,0
comedy_85c11c083dddefd30aa6,4
comedy_85c380be0b2ac525873e,16
comedy_861138c1fbf9b9f316b7,2816
comedy_864746a93ef0433dfc38,1024
comedy_867cb1386f04d11f30f3,16
comedy_869af17e0f08816a8aa0,0
comedy_86b1b7a61d1795a4614d,3904
comedy_86c942ff5b3bec166084,0
comedy_86e15a896348353d0c12,0
comedy_86eac8b6f28bbf67b266,16
comedy_870712092e6efac23483,1604
comedy_87531dacd03e9eb3b19b,0
comedy_87625e55cf8ee15a3384,5
comedy_87a8e5c32ed43790b0ec,20
comedy_87d505b302de5effeadd,320
comedy_87fa981218fb3d4d857e,0
comedy_881c425a96c9b7f45c2e,3460
comedy_8870ec92455c2d7b0bd8,1538
comedy_887241fa7c594c62ae49,1503
comedy_8896ddd262ee52b67a1b,512
comedy_8898427c2edc50304f93,1088
comedy_88c6ab0ae627e72d37e6,1765
comedy_88d416ac2f5dda0cf7c4,320
comedy_88d73f9fa4ed4b2d94ed,0
comedy_88f452dfd5759c09a543,3056
comedy_88f9bd71e6289b74e6ea,65
comedy_88ff62d3637b71f4aaf8,0
comedy_890cc44cd4c093de3958,0
comedy_8951371f4aa840e2cb0d,4095
comedy_897b77f733f682fe519e,2241
comedy_89a6b51561e8f81e7c08,0
comedy_89b3d734c6c0e91c237d,3071
comedy_89b47d14865df5adb905,0
comedy_89b6a549493da0929d34,85
comedy_89d77781b406c5fc2733,1624
comedy_8a3e47e1b06724e8cd57,4094
comedy_8a7e8552ce6fa56549d3,65
comedy_8a8d57a62a93582b40d5,0
comedy_8aa0811e3d795a642ca8,0
comedy_8ab8fa154a3112a96b2f,0
comedy_8b373d6ae43c6b0f419e,16
comedy_8b554eafa71b5dce28af,4
comedy_8b70cb0d0e9aadd6380c,0
comedy_8b8da1d7811f3d21f5bc,3857
comedy_8bdab64b6267c5584093,260
comedy_8c303f2184d0cb3a4bef,1059
comedy_8c4bc9620d9315f7462c,20
comedy_8c5ba36ff17e09329a9d,4095
comedy_8c60b731514a0dcb5652,0
comedy_8c656bee8c768b277108,0
comedy_8cae4dec933f700ef7aa,4031
comedy_8cc5aab0bf76eb52b043,2308
comedy_8cdf67ff250bb8f0ed0f,0
comedy_8d23bd814e2cbfda02c2,0
comedy_8d372a7ee85cf3087ee0,1
comedy_8d5a464c5764473a4a45,0
comedy_8d5ef9a6b72a15678de1,1300
comedy_8d6ec30d6c673a1de83e,1344
comedy_8d75ee1ecb2ef6a9facc,65
comedy_8ded6af0a84395e8cfff,0
comedy_8e061b1b3289d06b7450,0
comedy_8e4efa354955acc967ec,0
comedy_8e89d16785302ffff443,1092
comedy_8ea08f5f0ca54d728e2a,0
comedy_8ec242cc023b6c52b7e8,262
comedy_8ed4d0de697f903c5574,4
comedy_8f1820404709d01fc57c,0
comedy_8f1b5eb2f64ebea36dbb,0
comedy_8f1e86803c0b18c05957,0
comedy_8f55e794de2d26c1c04b,1
comedy_8f7bda27187f818419d3,128
comedy_8fc2f24f8c8e951661c8,105
comedy_8fd5f5bd5f6dd6900bcf,0
comedy_8fddd206fc3371a71405,1
comedy_900d05fb955e745e30dc,0
comedy_901d05a302c3f9c8bd1f,21
comedy_90216f2b99ce5f6dea30,2
comedy_902382c43803fb6a3390,3956
comedy_902f1c178b669742dc7a,1926
comedy_903f883017b6a135f608,16
comedy_904fa0d85bb87e7d964f,2833
comedy_90854f6b810ad4340af9,1024
comedy_90a3aa74fcd974f89dc5,1024
comedy_90f1b6e507e6436857ac,257
comedy_90f683c76ac01f85c467,0
comedy_914e31264ee09c194261,787
comedy_91685ac5cce9e7304851,256
comedy_91b2798a6dccc2441ca1,0
comedy_91b841e70ee8e1dc90c2,0
comedy_91cc2a6775cd49e6be0f,1088
comedy_91d1ae3a1c93f6d1aba8,2
comedy_91dbd5461a01cc725d29,80
comedy_91e252eb32b4a5378317,3812
comedy_91f65d5c63e1f7027453,64
comedy_9222b9838035a1451ffc,1088
comedy_923e50140490c4329511,68
comedy_923f2fc9f881eaec460f,340
comedy_92407c079e0c0138783f,0
comedy_924bf799fe2234ab0744,4095
comedy_92853a0a7ef5232533ed,1600
comedy_928fc57a4b32168cb3f7,4069
comedy_92b7b47bd1f54099f104,0
comedy_92ee0099e9d4c3a23b3f,64
comedy_92f7ad18e250b0965cff,64
comedy_934a6a326d8204e789f6,0
comedy_9359cb0480dd21b93278,3
comedy_93924a8b2f2921031422,3767
comedy_93a218782e2858235cb7,8
comedy_93b529bd32e96291c2c7,3039
comedy_93d39ec24ace26406b91,1
comedy_943068de90196beb24e6,4
comedy_9441b2a76ac13c3c2724,1024
comedy_94699ad504577d62c270,0
comedy_9493bbe0e42ad77ee01a,1024
comedy_949e2a551bfd7b6fcb38,516
comedy_94a653b3cb176aa837e5,4
comedy_94c0a1b85a4a68381be6,625
comedy_94c7a9a6426ac736788e,4095
comedy_95120d504b16a29eab7c,13
comedy_9518cfd117f5e8b63e0b,0
comedy_954e6fce2e598257ed2c,32
comedy_9573d28a72c1da06cd0d,1093
comedy_9582324d925ba4419e4e,0
comedy_958933ce01af75e4e69a,0
comedy_95ae4f0b0adb06e86a23,80
comedy_95ded98f882e54fd09eb,0
comedy_95e407b026eb9b18388c,0
comedy_95e597962b5963d7dc2f,512
comedy_95f94dfd34276344b663,113
comedy_95fe3474c2fcef3fa3d4,0
comedy_96042f6b632c4f1c34fa,1749
comedy_96070f9adac8a6ffde5a,2832
comedy_9625a3add136b5964afb,1124
comedy_963dc923639870802b15,2564
comedy_96482ff6ac505fd80646,274
comedy_9660240dbfbd8060fa4f,1348
comedy_9661a2e278c173edbc00,0
comedy_96650916c7e11b769223,25
comedy_9667a05c175b95784f19,1024
comedy_969d817a4f46a36d12ea,1281
comedy_969e721250aeb6762028,1460
comedy_96b20487772b79f729b6,0
comedy_96b3340fb8833776c5d4,3602
comedy_96d68dc151b1f495b2bb,1030
comedy_96d954a3653e93c24b9a,320
comedy_96dad86d14cf9ab7303b,0
comedy_9756648085b8eb7d2f7a,256
comedy_976aa676e2135c832716,0
comedy_976d84298312a2576773,0
comedy_9770aa5888f792c1fd95,564
comedy_979bc249bd728992f405,576
comedy_97d73e1b94716a0aff0d,1104
comedy_980abe2353a83b660c8f,4
comedy_98123b20dbd0a72ce2fa,1104
comedy_98133e2f8814cd8b27d5,81
comedy_982b3559f259957f4b5a,0
comedy_986c52354e047bc0908a,465
comedy_98835786c56cd75ca4fa,4095
comedy_98844bcaaef98974664d,0
comedy_9898c07f5660d0b120a5,365
comedy_989c4ca18500de0ca58f,3920
comedy_98c8d716287c1ad0da4e,160
comedy_98cf51bbf67637fc528b,0
comedy_98ff46a1370b90388c46,0
comedy_997b33ec071b23453246,4
comedy_99a4c07c82926d2cc533,1104
comedy_99e8fd63717ca9b30122,1345
comedy_99f01ec39971523a7aad,0
comedy_99f67d45cd0f4d35b6b3,2560
comedy_99fcdbdfc22d74a2bc03,136
comedy_99fff0d3627ca3e819e2,0
comedy_9a013eb110ff1bf761cb,1536
comedy_9a273e32f208346a3576,65
comedy_9a2aae728a12c893f3cd,128
comedy_9aad10983e0867a6f7c9,256
comedy_9af79b1d4710a089c1cd,1024
comedy_9b279199888cc11cbe26,3255
comedy_9b308eca15da8ed98ce2,3796
comedy_9b5580ad58bd79163778,1028
comedy_9b5f3d9f9342bcf90557,80
comedy_9b82189849fcae0a895a,2
comedy_9b89a224b993cf44a964,2011
comedy_9ba41e021900c2058d6d,0
comedy_9ba4319fbcaa1005fea6,16
comedy_9ba76be3870a170c17ce,1024
comedy_9c000c6c42bd5752d222,80
comedy_9c11ebaaa37e9a8e8a50,2515
comedy_9c187957ddb6bf034d40,0
comedy_9c4ebaa21fd89183c89d,0
comedy_9ca4ad834c00fe2a534f,851
comedy_9cbba96f2d77c27b2f65,1
comedy_9ce53ca73a5706ea5fad,2053
comedy_9d271a6a7a520d640039,1536
comedy_9d54bcbe9b63eadfd41c,321
comedy_9d613e446e07ac06ee47,1025
comedy_9d7e10d220e0d5a73442,16
comedy_9da21bb46f4f42fc1711,0
comedy_9dc46479109c9a460bb8,1028
comedy_9de8cf12159f64fdd623,0
comedy_9e03d68a9adf52a3b3e4,3567
comedy_9e1425849cc2f2082610,17
comedy_9e15bae1ce58d3576bc6,64
comedy_9e2706cb15fe05781bea,0
comedy_9e5dd6dc2368381b533f,5
comedy_9e68428814082ec5e22d,0
comedy_9e88b85efc6bfc3eb487,0
comedy_9e8a58c357b54e5a7d59,257
comedy_9ea18e500ce86a16a851,0
comedy_9ebee2f27bbc76dd289f,2112
comedy_9f088a001c0018e53036,96
comedy_9f1386fc5ec1e2a681d2,0
comedy_9f356cdd35481750cf77,1280
comedy_9f426a1aa903c45a575e,262
comedy_9f5446dd8aa149c015ba,5
comedy_9f7dc516a2a746a4eca7,0
comedy_9f8cd322ed7570efee32,1
comedy_9fa7c5f91d755d787664,1192
comedy_9fc126984e3048cfa66d,1088
comedy_9fc6002ccec462fa42e0,0
comedy_9fcb83c31af95c3fa423,4086
comedy_9fd0652589610d0df40c,0
comedy_9fdaf70fa46cfad85b46,1090
comedy_9fe41089de4ab2955d13,2817
comedy_9ff3b138cee7a6f2c113,1588
comedy_a03809d5ae982da4ff1c,1038
comedy_a043a3ba35d73c50a4ed,272
comedy_a057d6cc4650b52804ce,304
comedy_a06cf27120ac1d1805ff,3183
comedy_a07fe1227a302edc3d9d,19
comedy_a095290c0d4c390a76b4,4
comedy_a0997dd642003d694ae8,273
comedy_a0b20fe89795db5915db,0
comedy_a0c4c75dbfb5002ad635,272
comedy_a0d7112a5df7c0dd6db2,256
comedy_a0e91ce8e0cd4831787f,1344
comedy_a10217a6518b6bfbd79e,1093
comedy_a10462580e62145d1cde,1545
comedy_a136e76370d22e47f43f,3299
comedy_a1a289093631bab927cd,4
comedy_a1b6f7bafa1f0db22e0a,0
comedy_a1c079ea7e9f7c0c5842,1461
comedy_a1e64ff98dd2eb311c15,1024
comedy_a1e75a94dcf1734873fd,1
comedy_a1ec109098ee982a78c5,1028
comedy_a23ad47fae8a0d5dc635,260
comedy_a28d3d118b359a8e6501,1025
comedy_a2a57762b367096ec930,0
comedy_a2e5aa45c70e08cfcf34,64
comedy_a2ea690a50d23fcd5381,1029
comedy_a36c2a73a03b2d0329f7,2666
comedy_a372618bef35ca1aec87,0
comedy_a399973621fedaf9d46a,0
comedy_a3dbadacfa03f237a55f,0
comedy_a3fb14ef843148a4786d,1398
comedy_a441f695dd5fc9162387,64
comedy_a443927ed0c53dff0bad,3364
comedy_a44ed29f71503d25ac5b,0
comedy_a4508a5afca487990a04,0
comedy_a453775d399e6beaf14c,2047
comedy_a46057ee6679f81090e4,1
comedy_a48ae0639b046234ace5,0
comedy_a4b78ad1115686770868,1029
comedy_a4cfd52239ed4a8805a0,2946
comedy_a4d8e4d89dda74234f0d,0
comedy_a4db93a48feeb1bd27e8,256
comedy_a4ead166cc58eaba7394,4
comedy_a518172b3f099a174a14,1024
comedy_a539a6cb9c6ee27b5dbd,0
comedy_a53dc077f3ba6a3e0a35,2244
comedy_a5533e299b9bb3ba819b,1032
comedy_a55496d7641301c66940,2853
comedy_a559a62122f3648254cd,3220
comedy_a5bd2b77eea0a9e599b9,4
comedy_a5e7d0a6df852fdbbdc0,0
comedy_a5e946a57f619bbd3bb5,256
comedy_a5f384b54085e819971b,2
comedy_a605b35af452a8acf4b4,256
comedy_a60e5819251a2a24c625,0
comedy_a65501b0345f96ab470d,3012
comedy_a658bb76213a583c8f89,1280
comedy_a689b8ece8ea10d86d1a,3073
comedy_a6cb8337f1305912e793,0
comedy_a6ea79a24ba9b9c1874d,0
comedy_a7512e43c0e94984a67a,384
comedy_a75a8ce255ab0d47cdb6,1552
comedy_a76640c558dbabe21013,68
comedy_a7f3b7f23fa3e9f647b0,0
comedy_a81ecb1f24d82b470212,3120
comedy_a823454072de761605e4,3332
comedy_a8395952594cb21fe66d,358
comedy_a83b8ff20f4140cf4e29,0
comedy_a83daf5ba07db8407892,2976
comedy_a8468c156760525d5c73,1
comedy_a8520bfe9c6e84bbfce7,4095
comedy_a861a4bb3c15196f9912,0
comedy_a86d01fb38f057d1330d,256
comedy_a86f1cbb4986506284f7,1105
comedy_a87bd40e17c525073bd1,0
comedy_a87e57dde9ca1c2606d9,3922
comedy_a88c6e61892d09ffa2ce,4036
comedy_a896ebe078a24043c984,272
comedy_a93958221c07d39c8a2c,0
comedy_a95d9732a068dcd95100,2113
comedy_a9711e56b1451f168c0c,1512
comedy_a979245a485a41b1eb7f,1386
comedy_a99d3a9bb41a82ab3dae,263
comedy_a9d2c9750e3d1285cc1a,0
comedy_aa651b9aed0307bd12f7,1957
comedy_aaa53cf6d4c7fcba7b2e,1026
comedy_ab4a0ca6aa3c95395cf1,1115
comedy_ab5a09fc95d430d2157c,524
comedy_ab76da7ce1260f3fbc21,193
comedy_ab8be86f0ea0552bce11,0
comedy_abf963f9d545918a8bcf,256
comedy_ac0610d15ddbbf3b0318,0
comedy_ac5a8a4311c9e22472ee,0
comedy_ac8786201ab179d19648,333
comedy_acb21c1e8e3774342954,16
comedy_acb2946786b1dd023075,502
comedy_acf9b8966ae893551a36,4
comedy_ad030c1b5b1c65ccc779,1604
comedy_ad412d6ca791058e0656,80
